Name,Address,Category,City,Description,MapsURL
🛍️ KANEKO GANKYO-TEN Tokyo Solamachi,"Tokyo Solamachi 4F, 1-1-2 Oshiage, Sumida, Tokyo",Shopping,Tokyo,"Oshiage Stn (1 min). Handmade frames; lenses cut in 2hr — drop off, then climb Skytree.  •  📍 Open in Google Maps: https://www.google.com/maps/place/KANEKO+GANKYO-TEN+Tokyo+Solamachi/data=!4m2!3m1!1s0x60188fb51d77659b:0xadaae86f581067a3",https://www.google.com/maps/place/KANEKO+GANKYO-TEN+Tokyo+Solamachi/data=!4m2!3m1!1s0x60188fb51d77659b:0xadaae86f581067a3
🛍️ OWNDAYS 上野マルイ店,"Marui Ueno 5F, 6-15-1 Ueno, Taito, Tokyo",Shopping,Tokyo,Ueno Stn (1 min). Same-day prescription glasses ~¥8000 incl. lenses.  •  📍 Open in Google Maps: https://www.google.com/maps/place/OWNDAYS+%E4%B8%8A%E9%87%8E%E3%83%9E%E3%83%AB%E3%82%A4%E5%BA%97/data=!4m2!3m1!1s0x60188e9ef0e55559:0xdd667e2ecdb70b4c,https://www.google.com/maps/place/OWNDAYS+%E4%B8%8A%E9%87%8E%E3%83%9E%E3%83%AB%E3%82%A4%E5%BA%97/data=!4m2!3m1!1s0x60188e9ef0e55559:0xdd667e2ecdb70b4c
🛍️ HANDS Ginza,"Marronnier Gate Ginza 2, 3-2-1 Ginza, Chuo, Tokyo",Shopping,Tokyo,Ginza-itchome Stn (1 min). Best souvenir floor — kitchen + stationery levels are mandatory.  •  📍 Open in Google Maps: https://www.google.com/maps/place/HANDS+Ginza/data=!4m2!3m1!1s0x60188be4ff39a9c9:0x2071625429c1ecbd,https://www.google.com/maps/place/HANDS+Ginza/data=!4m2!3m1!1s0x60188be4ff39a9c9:0x2071625429c1ecbd
🛍️ Sekaido Shinjuku,"3-1-1 Shinjuku, Shinjuku, Tokyo",Shopping,Tokyo,Shinjuku-sanchome Stn (3 min). 5 floors of art supplies — the basement washi paper is the move.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Sekaido+Shinjuku/data=!4m2!3m1!1s0x60188cdb568a6c15:0x4c84ac4975ce203,https://www.google.com/maps/place/Sekaido+Shinjuku/data=!4m2!3m1!1s0x60188cdb568a6c15:0x4c84ac4975ce203
🛍️ つば屋庖丁店 | CUTLERY TSUBAYA,"3-7-2 Nishi-Asakusa, Taito, Tokyo",Shopping,Tokyo,Tawaramachi Stn (5 min). Kappabashi knife shop — they engrave your name in kanji free.  •  📍 Open in Google Maps: https://www.google.com/maps/place/%E3%81%A4%E3%81%B0%E5%B1%8B%E5%BA%96%E4%B8%81%E5%BA%97+%7C+CUTLERY+TSUBAYA/data=!4m2!3m1!1s0x60188e95ed06f00f:0xf24252ba57136ee,https://www.google.com/maps/place/%E3%81%A4%E3%81%B0%E5%B1%8B%E5%BA%96%E4%B8%81%E5%BA%97+%7C+CUTLERY+TSUBAYA/data=!4m2!3m1!1s0x60188e95ed06f00f:0xf24252ba57136ee
☕ Coffee PUNKTO,"3-1-12 Shibuya, Shibuya, Tokyo",Cafe,Tokyo,Shibuya Stn (8 min). Single-origin pour-over hidden in a Cat St alley; closes 5pm.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Coffee+PUNKTO/data=!4m2!3m1!1s0x60188cd1e83302cb:0xe03eb5e58e43a952,https://www.google.com/maps/place/Coffee+PUNKTO/data=!4m2!3m1!1s0x60188cd1e83302cb:0xe03eb5e58e43a952
☕ Owl Village Cafe Harajuku,"4-28-22 Jingumae, Shibuya, Tokyo",Cafe,Tokyo,Meiji-jingumae Stn (3 min). Reserve online; 1hr slot ¥2200 incl. drink — animal welfare ok-ish.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Owl+Village+Cafe+Harajuku/data=!4m2!3m1!1s0x60188cba57e6d69d:0x850545d8d4d99d5c,https://www.google.com/maps/place/Owl+Village+Cafe+Harajuku/data=!4m2!3m1!1s0x60188cba57e6d69d:0x850545d8d4d99d5c
☕ Shisha Cafe tone.,"1-23-12 Higashi-Ueno, Taito, Tokyo",Cafe,Tokyo,Ueno Stn (5 min). Late-night hookah lounge; 2hr ¥3500.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Shisha+Cafe+tone./data=!4m2!3m1!1s0x60188df78917a527:0xf94bbfa8b5b5821e,https://www.google.com/maps/place/Shisha+Cafe+tone./data=!4m2!3m1!1s0x60188df78917a527:0xf94bbfa8b5b5821e
☕ Chiku Chiku Cafe,"B1, 3-30-7 Jingumae, Shibuya, Tokyo",Cafe,Tokyo,"Omotesando Stn (3 min). Sewing-cafe concept — cute Brady-friendly desserts (egg-free options exist, ask).  •  📍 Open in Google Maps: https://www.google.com/maps/place/Chiku+Chiku+Cafe/data=!4m2!3m1!1s0x60188b5861a076bf:0xe557882c96cad475",https://www.google.com/maps/place/Chiku+Chiku+Cafe/data=!4m2!3m1!1s0x60188b5861a076bf:0xe557882c96cad475
☕ DyCE Global Board Game Cafe,"B1, 1-19-2 Kabukicho, Shinjuku, Tokyo",Cafe,Tokyo,Shinjuku Stn (8 min). 1000+ games incl. English titles; ¥600/hr.  •  📍 Open in Google Maps: https://www.google.com/maps/place/DyCE+Global+Board+Game+Cafe/data=!4m2!3m1!1s0x60188d62349a4c67:0xfb304e4c7aeafc60,https://www.google.com/maps/place/DyCE+Global+Board+Game+Cafe/data=!4m2!3m1!1s0x60188d62349a4c67:0xfb304e4c7aeafc60
☕ Cafe Legato,"5F, 1-22-6 Jinnan, Shibuya, Tokyo",Cafe,Tokyo,Shibuya Stn (5 min). Hidden 5F resto-cafe w/ city view; killer parfaits.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Cafe+Legato/data=!4m2!3m1!1s0x60188b55f7afffff:0x47cf9a4abb76fbb5,https://www.google.com/maps/place/Cafe+Legato/data=!4m2!3m1!1s0x60188b55f7afffff:0x47cf9a4abb76fbb5
☕ GOOD COFFEE FARMS Cafe & Bar,"2-7-9 Ebisu, Shibuya, Tokyo",Cafe,Tokyo,Ebisu Stn (3 min). Guatemala farm-direct; the cascara soda is the surprise win.  •  📍 Open in Google Maps: https://www.google.com/maps/place/GOOD+COFFEE+FARMS+Cafe+%26+Bar/data=!4m2!3m1!1s0x60188b0804660319:0xcd977316ef068c69,https://www.google.com/maps/place/GOOD+COFFEE+FARMS+Cafe+%26+Bar/data=!4m2!3m1!1s0x60188b0804660319:0xcd977316ef068c69
☕ NORTHERNWOOD GINZA,"5-9-1 Ginza, Chuo, Tokyo",Cafe,Tokyo,Ginza Stn (3 min). Cozy Ginza pause — smoked-cheese sando + coffee.  •  📍 Open in Google Maps: https://www.google.com/maps/place/NORTHERNWOOD+GINZA/data=!4m2!3m1!1s0x60188bdb7a57814f:0x10659cc088290341,https://www.google.com/maps/place/NORTHERNWOOD+GINZA/data=!4m2!3m1!1s0x60188bdb7a57814f:0x10659cc088290341
☕ Cafe＆Bar Living Room 浅草,"2-6-1 Asakusa, Taito, Tokyo",Cafe,Tokyo,Asakusa Stn (5 min). Sofa lounge near Senso-ji — a calm break mid-day.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Cafe%EF%BC%86Bar+Living+Room+%E6%B5%85%E8%8D%89/data=!4m2!3m1!1s0x60188f4ddf975045:0x6652e5d184a336c9,https://www.google.com/maps/place/Cafe%EF%BC%86Bar+Living+Room+%E6%B5%85%E8%8D%89/data=!4m2!3m1!1s0x60188f4ddf975045:0x6652e5d184a336c9
☕ COFFEE&BEER HI-CONDITION Asakusa,"1-25-13 Asakusa, Taito, Tokyo",Cafe,Tokyo,"Asakusa Stn (3 min). Espresso AM, craft beer flips PM at 4 — same counter.  •  📍 Open in Google Maps: https://www.google.com/maps/place/COFFEE%26BEER+HI-CONDITION+Asakusa/data=!4m2!3m1!1s0x60188fe4d8036cc5:0x252cef5fafcd2f0",https://www.google.com/maps/place/COFFEE%26BEER+HI-CONDITION+Asakusa/data=!4m2!3m1!1s0x60188fe4d8036cc5:0x252cef5fafcd2f0
☕ GEISHA COFFEE ゲイシャコーヒー,"2-5-2 Asakusa, Taito, Tokyo",Cafe,Tokyo,Asakusa Stn (4 min). Geisha-bean specialist; ¥1500 cup is the splurge.  •  📍 Open in Google Maps: https://www.google.com/maps/place/GEISHA+COFFEE+%E3%82%B2%E3%82%A4%E3%82%B7%E3%83%A3%E3%82%B3%E3%83%BC%E3%83%92%E3%83%BC/data=!4m2!3m1!1s0x60188fac1b8c5321:0xbb45a0166d7dc53b,https://www.google.com/maps/place/GEISHA+COFFEE+%E3%82%B2%E3%82%A4%E3%82%B7%E3%83%A3%E3%82%B3%E3%83%BC%E3%83%92%E3%83%BC/data=!4m2!3m1!1s0x60188fac1b8c5321:0xbb45a0166d7dc53b
☕ KIELO COFFEE ASAKUSA,"1-15-3 Asakusa, Taito, Tokyo",Cafe,Tokyo,Asakusa Stn (3 min). Finnish-style — the rye-cinnamon bun pairs with Nordic roast.  •  📍 Open in Google Maps: https://www.google.com/maps/place/KIELO+COFFEE+ASAKUSA/data=!4m2!3m1!1s0x60188fa4e5367f53:0xc317f8a781d6432f,https://www.google.com/maps/place/KIELO+COFFEE+ASAKUSA/data=!4m2!3m1!1s0x60188fa4e5367f53:0xc317f8a781d6432f
🎌 ART CAFE T8 ASAKUSA ‐Japanese Cultural Art Experience‐,"2-7-13 Nishi-Asakusa, Taito, Tokyo",Cultural,Tokyo,Tawaramachi Stn (3 min). Kimono / calligraphy / tea workshops — book a 90-min slot online.  •  📍 Open in Google Maps: https://www.google.com/maps/place/ART+CAFE+T8+ASAKUSA+%E2%80%90Japanese+Cultural+Art+Experience%E2%80%90/data=!4m2!3m1!1s0x60188ff1ab7e9f81:0x3e76b64f84152546,https://www.google.com/maps/place/ART+CAFE+T8+ASAKUSA+%E2%80%90Japanese+Cultural+Art+Experience%E2%80%90/data=!4m2!3m1!1s0x60188ff1ab7e9f81:0x3e76b64f84152546
☕ pignic cafe Asakusa【mini pig cafe】,"1-29-2 Asakusa, Taito, Tokyo",Cafe,Tokyo,Asakusa Stn (3 min). 30-min slot ¥1500; reserve online same-day.  •  📍 Open in Google Maps: https://www.google.com/maps/place/pignic+cafe+Asakusa%E3%80%90mini+pig+cafe%E3%80%91/data=!4m2!3m1!1s0x60188f0029d611b3:0x2b0f48b5a6960f4,https://www.google.com/maps/place/pignic+cafe+Asakusa%E3%80%90mini+pig+cafe%E3%80%91/data=!4m2!3m1!1s0x60188f0029d611b3:0x2b0f48b5a6960f4
🍜 Gyukatsu Motomura Shibuya Branch,"3-18-10 Shibuya, Shibuya, Tokyo (basement)",Dining,Tokyo,Shibuya Stn (5 min). Same lava-stone wagyu cutlet — Shibuya queue is faster than Shinbashi.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Gyukatsu+Motomura+Shibuya+Branch/data=!4m2!3m1!1s0x60188b597868619f:0x7c65d128da208a9c,https://www.google.com/maps/place/Gyukatsu+Motomura+Shibuya+Branch/data=!4m2!3m1!1s0x60188b597868619f:0x7c65d128da208a9c
🍜 Gyukatsu - motomura,"B1, 3-29-2 Shinjuku, Shinjuku, Tokyo",Dining,Tokyo,Shinjuku-sanchome Stn (2 min). Shinjuku branch; 30 min line at lunch.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Gyukatsu+-+motomura/data=!4m2!3m1!1s0x60188d7b80fadd73:0x8577998714f494d9,https://www.google.com/maps/place/Gyukatsu+-+motomura/data=!4m2!3m1!1s0x60188d7b80fadd73:0x8577998714f494d9
🍜 Yoshinoya Shibuya 109 Mae,"2-29-7 Dogenzaka, Shibuya, Tokyo",Dining,Tokyo,Shibuya Stn (1 min). 24-hr beef bowls; the niku-dakusu (extra meat) is the order.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Yoshinoya+Shibuya+109+Mae/data=!4m2!3m1!1s0x60188ca829b1439b:0xb03c4befeebfa34e,https://www.google.com/maps/place/Yoshinoya+Shibuya+109+Mae/data=!4m2!3m1!1s0x60188ca829b1439b:0xb03c4befeebfa34e
🍜 Yoshinoya Shinjuku Keio mall,"Keio Mall, 1-1-4 Nishi-Shinjuku, Tokyo",Dining,Tokyo,Shinjuku Stn (1 min). Underground mall location — fast escape between tasks.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Yoshinoya+Shinjuku+Keio+mall/data=!4m2!3m1!1s0x60188d01035d3a53:0xf063a26cdea3f439,https://www.google.com/maps/place/Yoshinoya+Shinjuku+Keio+mall/data=!4m2!3m1!1s0x60188d01035d3a53:0xf063a26cdea3f439
🍜 Yoshinoya Yaechika Shop,"Yaechika 2-1, 2-1 Yaesu, Chuo, Tokyo",Dining,Tokyo,Tokyo Stn Yaesu side. Pre-Shinkansen ¥500 lunch.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Yoshinoya+Yaechika+Shop/data=!4m2!3m1!1s0x60188b835f0698c3:0x6e1691c004b41495,https://www.google.com/maps/place/Yoshinoya+Yaechika+Shop/data=!4m2!3m1!1s0x60188b835f0698c3:0x6e1691c004b41495
🍜 Yoshinoya,Tokyo (saved location),Dining,Tokyo,Pre-pinned generic Yoshinoya — confirm exact branch before going.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Yoshinoya/data=!4m2!3m1!1s0x60188e9eca60cbd9:0x46f98132be849619,https://www.google.com/maps/place/Yoshinoya/data=!4m2!3m1!1s0x60188e9eca60cbd9:0x46f98132be849619
🍜 Yoshinoya Asakusa,"1-2-3 Hanakawado, Taito, Tokyo",Dining,Tokyo,Asakusa Stn (1 min). Right by Senso-ji — easy breakfast gyudon.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Yoshinoya+Asakusa/data=!4m2!3m1!1s0x60188ec6af0c8eef:0x85cdc4634ec06e59,https://www.google.com/maps/place/Yoshinoya+Asakusa/data=!4m2!3m1!1s0x60188ec6af0c8eef:0x85cdc4634ec06e59
🍜 Omotesando Ukai Tei,"GYRE 5F, 5-10-1 Jingumae, Shibuya, Tokyo",Dining,Tokyo,"Omotesando Stn (3 min). Teppanyaki splurge — Brady-safe egg-free option exists, just call ahead.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Omotesando+Ukai+Tei/data=!4m2!3m1!1s0x60188ca3fa7bb73f:0x5a0c19ac3a13ab24",https://www.google.com/maps/place/Omotesando+Ukai+Tei/data=!4m2!3m1!1s0x60188ca3fa7bb73f:0x5a0c19ac3a13ab24
🍜 Shibuya Kappo Sancho,"B1, 1-12-7 Dogenzaka, Shibuya, Tokyo",Dining,Tokyo,Shibuya Stn (5 min). Hidden kappo counter — chef's choice ¥6800; reserve.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Shibuya+Kappo+Sancho/data=!4m2!3m1!1s0x60188caa74d70b77:0x515c82d9111fe583,https://www.google.com/maps/place/Shibuya+Kappo+Sancho/data=!4m2!3m1!1s0x60188caa74d70b77:0x515c82d9111fe583
🍜 Shabusen Ginza Ten,"Core Ginza B2/B3, 5-8-20 Ginza, Chuo, Tokyo",Dining,Tokyo,Ginza Stn (1 min). Counter shabu-shabu — pick kombu broth for Cody/JJ.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Shabusen+Ginza+Ten/data=!4m2!3m1!1s0x60188be65dfeb9b1:0xea0d4535363ebfbf,https://www.google.com/maps/place/Shabusen+Ginza+Ten/data=!4m2!3m1!1s0x60188be65dfeb9b1:0xea0d4535363ebfbf
🍜 GINZA kappou ukai nikusho,"Ginza Six 6F, 6-10-1 Ginza, Chuo, Tokyo",Dining,Tokyo,Ginza Stn (3 min). Wagyu kappo inside Ginza Six; lunch is the value.  •  📍 Open in Google Maps: https://www.google.com/maps/place/GINZA+kappou+ukai+nikusho/data=!4m2!3m1!1s0x60188be87b4d0f57:0x41fb9e73f4989107,https://www.google.com/maps/place/GINZA+kappou+ukai+nikusho/data=!4m2!3m1!1s0x60188be87b4d0f57:0x41fb9e73f4989107
🍜 Kuroge Wagyu Ichinoya Asakusa,"1-39-13 Asakusa, Taito, Tokyo",Dining,Tokyo,Asakusa Stn (3 min). Kuroge wagyu yakiniku set — order the misuji cut.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Kuroge+Wagyu+Ichinoya+Asakusa/data=!4m2!3m1!1s0x60188f048f799e7f:0xd3cf44241683f24b,https://www.google.com/maps/place/Kuroge+Wagyu+Ichinoya+Asakusa/data=!4m2!3m1!1s0x60188f048f799e7f:0xd3cf44241683f24b
☕ Kukurihime Coffee Asakusa cafe,"2-7-13 Asakusa, Taito, Tokyo",Cafe,Tokyo,Asakusa Stn (5 min). Hand-drip + matcha tiramisu; quiet morning spot.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Kukurihime+Coffee+Asakusa+cafe/data=!4m2!3m1!1s0x60188fa15e85cae1:0x85acb057fab6e7b,https://www.google.com/maps/place/Kukurihime+Coffee+Asakusa+cafe/data=!4m2!3m1!1s0x60188fa15e85cae1:0x85acb057fab6e7b
🍜 Asakusa Gyukatsu,"1-15-1 Asakusa, Taito, Tokyo",Dining,Tokyo,"""Gyukatsu!!!"" — Asakusa Stn (3 min). User-flagged 'Gyukatsu!!!' — third Motomura branch, shortest line of the three.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Asakusa+Gyukatsu/data=!4m2!3m1!1s0x60188ec6df6c0001:0xd205e882474ee0a0",https://www.google.com/maps/place/Asakusa+Gyukatsu/data=!4m2!3m1!1s0x60188ec6df6c0001:0xd205e882474ee0a0
🍜 TORASUZU,"1-39-12 Asakusa, Taito, Tokyo",Dining,Tokyo,Asakusa Stn (4 min). Modern izakaya — pork tonpeiyaki + sake flight.  •  📍 Open in Google Maps: https://www.google.com/maps/place/TORASUZU/data=!4m2!3m1!1s0x60188f42c05f4731:0x47979e243105b2c0,https://www.google.com/maps/place/TORASUZU/data=!4m2!3m1!1s0x60188f42c05f4731:0x47979e243105b2c0
🍜 Kobe beef Daia,"Kaminarimon 1, Asakusa, Taito, Tokyo",Dining,Tokyo,Asakusa Stn (1 min). Kobe-beef teppanyaki at Kaminarimon — same name twice in your list (east branch below).  •  📍 Open in Google Maps: https://www.google.com/maps/place/Kobe+beef+Daia/data=!4m2!3m1!1s0x60188ff7ab74f5f9:0x405669a00c04e43c,https://www.google.com/maps/place/Kobe+beef+Daia/data=!4m2!3m1!1s0x60188ff7ab74f5f9:0x405669a00c04e43c
🍜 Kura,"2-2 Asakusa, Taito, Tokyo",Dining,Tokyo,"Asakusa Stn (3 min). Edo-style sushi-ya, 12 seats; reservation by phone only.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Kura/data=!4m2!3m1!1s0x60188ec0d7c0072f:0x1b8d326014a3b1e",https://www.google.com/maps/place/Kura/data=!4m2!3m1!1s0x60188ec0d7c0072f:0x1b8d326014a3b1e
🍜 LaVASARA CAFE&GRILL,"1-35-3 Asakusa, Taito, Tokyo",Dining,Tokyo,Asakusa Stn (4 min). Casual all-day brunch — a non-Japanese-food reset.  •  📍 Open in Google Maps: https://www.google.com/maps/place/LaVASARA+CAFE%26GRILL/data=!4m2!3m1!1s0x60188ec146283731:0xd0e324f6b893b4be,https://www.google.com/maps/place/LaVASARA+CAFE%26GRILL/data=!4m2!3m1!1s0x60188ec146283731:0xd0e324f6b893b4be
🎌 ASAKUSA SUMO CLUB,"2-7-26 Nishi-Asakusa, Taito, Tokyo",Cultural,Tokyo,Tawaramachi Stn (3 min). Watch real sumo training + chanko lunch — book the 11am slot.  •  📍 Open in Google Maps: https://www.google.com/maps/place/ASAKUSA+SUMO+CLUB/data=!4m2!3m1!1s0x60188f006825a021:0x15fde3a1f54b9a8c,https://www.google.com/maps/place/ASAKUSA+SUMO+CLUB/data=!4m2!3m1!1s0x60188f006825a021:0x15fde3a1f54b9a8c
🏯 Hibiya Park,"1 Hibiya Park, Chiyoda, Tokyo",Sightseeing,Tokyo,Hibiya Stn (1 min). Western-style park next to Imperial Palace — rose garden peaks late May.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Hibiya+Park/data=!4m2!3m1!1s0x60188bf23857acc7:0x709c7696a9fafab4,https://www.google.com/maps/place/Hibiya+Park/data=!4m2!3m1!1s0x60188bf23857acc7:0x709c7696a9fafab4
🎌 Ryogoku Kokugikan Sumo Arena,"1-3-28 Yokoami, Sumida, Tokyo",Cultural,Tokyo,Ryogoku Stn (1 min). May Basho ends mid-month; check Jun 3 18:00 booked Chanko Wanko dinner is right next door.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Ryogoku+Kokugikan+Sumo+Arena/data=!4m2!3m1!1s0x6018893554b8eb19:0x70237cc76b1dfa74,https://www.google.com/maps/place/Ryogoku+Kokugikan+Sumo+Arena/data=!4m2!3m1!1s0x6018893554b8eb19:0x70237cc76b1dfa74
🏯 Asahi Group Head Office Super Dry Hall,"1-23-1 Azumabashi, Sumida, Tokyo",Sightseeing,Tokyo,Asakusa Stn (5 min). 'Golden Flame' building — best photo from Azuma Bridge at dusk.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Asahi+Group+Head+Office+Super+Dry+Hall/data=!4m2!3m1!1s0x60188ec597400001:0xed63aa75e03d5f0f,https://www.google.com/maps/place/Asahi+Group+Head+Office+Super+Dry+Hall/data=!4m2!3m1!1s0x60188ec597400001:0xed63aa75e03d5f0f
🎌 Samurai Ninja Museum Asakusa Tokyo,"2-21-13 Asakusa, Taito, Tokyo",Cultural,Tokyo,Asakusa Stn (5 min). 90-min ninja experience — book online for ¥1000 off.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Samurai+Ninja+Museum+Asakusa+Tokyo/data=!4m2!3m1!1s0x600109820f1fa99b:0x775d0a52495beff1,https://www.google.com/maps/place/Samurai+Ninja+Museum+Asakusa+Tokyo/data=!4m2!3m1!1s0x600109820f1fa99b:0x775d0a52495beff1
