Name,Address,Category,City,Description,MapsURL
🍜 Arashiyama Itsukichaya,"Sagaogurayama Tabuchiyama-cho, Ukyo-ku, Kyoto",Dining,Kyoto,Saga-Arashiyama Stn (10 min). BOOKED May 26 13:45 post-Hozugawa boat — kaiseki w/ river views.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Arashiyama+Itsukichaya/data=!4m2!3m1!1s0x60010712b368466b:0x1d95f39ac2644e8d,https://www.google.com/maps/place/Arashiyama+Itsukichaya/data=!4m2!3m1!1s0x60010712b368466b:0x1d95f39ac2644e8d
🍜 Yudofu Sagano,"45 Sagatenryuji Susukinobabacho, Ukyo-ku, Kyoto",Dining,Kyoto,Saga-Arashiyama Stn (5 min). Tofu kaiseki in a temple garden — 100% Brady & Cody/JJ safe (kombu dashi).  •  📍 Open in Google Maps: https://www.google.com/maps/place/Yudofu+Sagano/data=!4m2!3m1!1s0x6001aa004f350df9:0x32503d2276812d7c,https://www.google.com/maps/place/Yudofu+Sagano/data=!4m2!3m1!1s0x6001aa004f350df9:0x32503d2276812d7c
🍜 PIZZERIA MAMA,"11-1 Tawarahoncho, Atami, Shizuoka",Dining,Atami,Atami Stn (3 min). Family-run wood-fired Napoletana — a sane antidote between ryokan kaiseki nights.  •  📍 Open in Google Maps: https://www.google.com/maps/place/PIZZERIA+MAMA/data=!4m2!3m1!1s0x600107f36515e387:0x65e58aec2e4d8c97,https://www.google.com/maps/place/PIZZERIA+MAMA/data=!4m2!3m1!1s0x600107f36515e387:0x65e58aec2e4d8c97
🏯 MOA Museum of Art,"26-2 Momoyamacho, Atami, Shizuoka",Sightseeing,Atami,Atami Stn + bus 8 min. Hilltop museum w/ moving escalator tunnel; National Treasures wing free w/ ticket.  •  📍 Open in Google Maps: https://www.google.com/maps/place/MOA+Museum+of+Art/data=!4m2!3m1!1s0x6019be7c174af88d:0x40dcc7041d54c2e1,https://www.google.com/maps/place/MOA+Museum+of+Art/data=!4m2!3m1!1s0x6019be7c174af88d:0x40dcc7041d54c2e1
🏯 Kiunkaku,"4-2 Showacho, Atami, Shizuoka",Sightseeing,Atami,"Atami Stn (15 min walk). 1919 villa-turned-ryokan museum; ¥610 — go early AM, near-empty.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Kiunkaku/data=!4m2!3m1!1s0x6019be6803275d81:0xe0eef8507f743b0e",https://www.google.com/maps/place/Kiunkaku/data=!4m2!3m1!1s0x6019be6803275d81:0xe0eef8507f743b0e
🏯 Atami Castle,"1993 Sokoyama, Atami, Shizuoka",Sightseeing,Atami,"Atami Stn + ropeway. Skip the museum, ride the rooftop deck for the bay panorama.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Atami+Castle/data=!4m2!3m1!1s0x6019be577c8d1903:0x1b8dad7aafa20ff",https://www.google.com/maps/place/Atami+Castle/data=!4m2!3m1!1s0x6019be577c8d1903:0x1b8dad7aafa20ff
🏯 Kawana Dolphin Beach,"1064 Kawana, Ito, Shizuoka",Sightseeing,Izu,Kawana Stn (15 min walk). Quiet cove for tide-pool browsing; weekday mornings only.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Kawana+Dolphin+Beach/data=!4m2!3m1!1s0x6019c47d52ebb793:0xd9df11608f38382f,https://www.google.com/maps/place/Kawana+Dolphin+Beach/data=!4m2!3m1!1s0x6019c47d52ebb793:0xd9df11608f38382f
🏯 Mt. Omuro Summit,"1317-5 Futo, Ito, Shizuoka",Sightseeing,Izu,Izu-Kogen Stn + bus 15 min. Take the chairlift — the crater rim walk is the photo op.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Mt.+Omuro+Summit/data=!4m2!3m1!1s0x6019c3671cc9a10d:0xe1632b89da8b59b3,https://www.google.com/maps/place/Mt.+Omuro+Summit/data=!4m2!3m1!1s0x6019c3671cc9a10d:0xe1632b89da8b59b3
🏯 Okuno Dam,"Ikeshiroyama, Ito, Shizuoka",Sightseeing,Izu,Izu-Kogen Stn + 25 min by car. Lakeside cherry walk; SUP rentals on weekends.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Okuno+Dam/data=!4m2!3m1!1s0x6019c3eaf44a7df1:0x5804e9e37c805014,https://www.google.com/maps/place/Okuno+Dam/data=!4m2!3m1!1s0x6019c3eaf44a7df1:0x5804e9e37c805014
🏯 Tatadohama beach,"Tatado, Shimoda, Shizuoka",Sightseeing,Izu,Izukyu-Shimoda Stn + bus 15 min. Best surf beach in southern Izu — sunset session > swim.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Tatadohama+beach/data=!4m2!3m1!1s0x601758efafafcd6b:0xbc85bca66662aa5f,https://www.google.com/maps/place/Tatadohama+beach/data=!4m2!3m1!1s0x601758efafafcd6b:0xbc85bca66662aa5f
🏯 Perry Road,"3 Chome Shimoda, Shizuoka",Sightseeing,Izu,Izukyu-Shimoda Stn (10 min). Willow-lined canal walk through Edo merchant houses; pop into Babanote café.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Perry+Road/data=!4m2!3m1!1s0x601759a1ad8fb785:0xc2897e2eee52385b,https://www.google.com/maps/place/Perry+Road/data=!4m2!3m1!1s0x601759a1ad8fb785:0xc2897e2eee52385b
🚉 Shimoda Ropeway Summit Station (Nesugatayama Station),"1-3-2 Higashihongo, Shimoda, Shizuoka",Transit,Izu,Izukyu-Shimoda Stn (1 min). 4-min ropeway to bay viewpoint; first car at 8:45.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Shimoda+Ropeway+Summit+Station+(Nesugatayama+Station)/data=!4m2!3m1!1s0x601758b712e95555:0xef57ed6f66a38fe7,https://www.google.com/maps/place/Shimoda+Ropeway+Summit+Station+(Nesugatayama+Station)/data=!4m2!3m1!1s0x601758b712e95555:0xef57ed6f66a38fe7
🏯 Cape Tsumekizaki Lighthouse.,"Suzaki, Shimoda, Shizuoka",Sightseeing,Izu,Izukyu-Shimoda Stn + bus 30 min. Dramatic basalt cliffs; bring wind layer.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Cape+Tsumekizaki+Lighthouse./data=!4m2!3m1!1s0x60175eeea281bd11:0x701ac0c509003d27,https://www.google.com/maps/place/Cape+Tsumekizaki+Lighthouse./data=!4m2!3m1!1s0x60175eeea281bd11:0x701ac0c509003d27
🏯 Shirahama Central Beach,"Shirahama, Shimoda, Shizuoka",Sightseeing,Izu,Izukyu-Shimoda Stn + bus 10 min. White-sand swim beach; arrive before 10am for parking.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Shirahama+Central+Beach/data=!4m2!3m1!1s0x60175f5951ea7339:0xc7083d59a055824e,https://www.google.com/maps/place/Shirahama+Central+Beach/data=!4m2!3m1!1s0x60175f5951ea7339:0xc7083d59a055824e
🏯 Sotoura Beach,"2-23 Sotoura, Shimoda, Shizuoka",Sightseeing,Izu,Izukyu-Shimoda Stn + bus 7 min. Calm horseshoe bay — best swimming with the group.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Sotoura+Beach/data=!4m2!3m1!1s0x60175f2532a64a6f:0x7cbb9cd8b2cd07ec,https://www.google.com/maps/place/Sotoura+Beach/data=!4m2!3m1!1s0x60175f2532a64a6f:0x7cbb9cd8b2cd07ec
🏯 Izu Oceanic Park,"865-1 Futo, Ito, Shizuoka",Sightseeing,Izu,Futo Stn + bus 20 min. Dive site + cliff garden; Saboten cafe inside has ocean view.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Izu+Oceanic+Park/data=!4m2!3m1!1s0x6019db709d859f7d:0x9f72fa0a8b1a464d,https://www.google.com/maps/place/Izu+Oceanic+Park/data=!4m2!3m1!1s0x6019db709d859f7d:0x9f72fa0a8b1a464d
🏯 Tajima Falls,"Yugashima, Izu, Shizuoka",Sightseeing,Izu,Shuzenji Stn + bus 30 min. Triple-tier waterfall hike; 20-min boardwalk loop.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Tajima+Falls/data=!4m2!3m1!1s0x6019ddeaea7397c1:0x4c8a8b5a82235b1b,https://www.google.com/maps/place/Tajima+Falls/data=!4m2!3m1!1s0x6019ddeaea7397c1:0x4c8a8b5a82235b1b
🏯 Kadowakisaki Lighthouse,"Kadowaki, Ito, Shizuoka",Sightseeing,Izu,Izu-Kogen Stn + bus. Suspension bridge over basalt cliffs — go at golden hour.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Kadowakisaki+Lighthouse/data=!4m2!3m1!1s0x6019db51eb9a2d6b:0x991e5b119d6d525d,https://www.google.com/maps/place/Kadowakisaki+Lighthouse/data=!4m2!3m1!1s0x6019db51eb9a2d6b:0x991e5b119d6d525d
🏯 Jogasaki Coast,"Yawatano, Ito, Shizuoka",Sightseeing,Izu,Jogasaki-Kaigan Stn (25 min walk). 9km cliff trail; Hashidate suspension bridge mile is the highlight.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Jogasaki+Coast/data=!4m2!3m1!1s0x6019db691c5b3e3f:0xc25bdc9a934e34cc,https://www.google.com/maps/place/Jogasaki+Coast/data=!4m2!3m1!1s0x6019db691c5b3e3f:0xc25bdc9a934e34cc
🏨 Hotel Grand Bach Atami crescendo,"16-3 Higashikaigancho, Atami, Shizuoka",Hotel,Atami,Atami Stn (8 min). Booked. Check rooftop onsen 6-7am for Sagami Bay sunrise.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Hotel+Grand+Bach+Atami+crescendo/data=!4m2!3m1!1s0x6019bdd89411d749:0x55c991e151279e7c,https://www.google.com/maps/place/Hotel+Grand+Bach+Atami+crescendo/data=!4m2!3m1!1s0x6019bdd89411d749:0x55c991e151279e7c
🍜 Curry Station Niagara,"3-22-13 Hiroo, Shibuya, Tokyo",Dining,Tokyo,Hiroo Stn (5 min). Train-themed curry shop — plates arrive by mini locomotive; cash only.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Curry+Station+Niagara/data=!4m2!3m1!1s0x60188b4af5ce3a0f:0x8cac56d67d098d89,https://www.google.com/maps/place/Curry+Station+Niagara/data=!4m2!3m1!1s0x60188b4af5ce3a0f:0x8cac56d67d098d89
🏯 PokéPark Kanto,"Yomiuri Land, 4015-1 Yanokuchi, Inagi, Tokyo",Sightseeing,Tokyo,Yomiuriland-mae Stn. Opens spring 2026 — book timed-entry the moment it goes live.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Pok%C3%A9Park+Kanto/data=!4m2!3m1!1s0x6018fb2f0e9098ab:0x3ac8b697f2a3589c,https://www.google.com/maps/place/Pok%C3%A9Park+Kanto/data=!4m2!3m1!1s0x6018fb2f0e9098ab:0x3ac8b697f2a3589c
🍜 Takayamashichiten Hanbaikasugaten,"1F, 16 Kasuganocho, Nara",Dining,Nara,Kintetsu-Nara Stn + bus 10 min. Casual lunch stop near Kasuga Shrine; soba sets ¥1100.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Takayamashichiten+Hanbaikasugaten/data=!4m2!3m1!1s0x354191104673218d:0xf47fec42e68f28b1,https://www.google.com/maps/place/Takayamashichiten+Hanbaikasugaten/data=!4m2!3m1!1s0x354191104673218d:0xf47fec42e68f28b1
🍜 Men-ya Inoichi Hanare,"1F Karasuma Bldg, 511 Tearaimizucho, Shimogyo, Kyoto",Dining,Kyoto,"Shijo Stn (3 min). Michelin Bib ramen — golden chicken broth (Cody/JJ safe, ask no fish topping).  •  📍 Open in Google Maps: https://www.google.com/maps/place/Men-ya+Inoichi+Hanare/data=!4m2!3m1!1s0x60010897d87c1661:0x812e4a3fcbb81f03",https://www.google.com/maps/place/Men-ya+Inoichi+Hanare/data=!4m2!3m1!1s0x60010897d87c1661:0x812e4a3fcbb81f03
🛍️ TAKEO KIKUCHI,"Shibuya Parco 4F, 15-1 Udagawacho, Shibuya, Tokyo",Shopping,Tokyo,Shibuya Stn (5 min). Japanese tailoring — main flagship inside Parco.  •  📍 Open in Google Maps: https://www.google.com/maps/place/TAKEO+KIKUCHI/data=!4m2!3m1!1s0x60188ca86b0df3db:0x885f994435138e02,https://www.google.com/maps/place/TAKEO+KIKUCHI/data=!4m2!3m1!1s0x60188ca86b0df3db:0x885f994435138e02
🛍️ TAKEO KIKUCHI,"Shibuya Parco 4F, 15-1 Udagawacho, Shibuya, Tokyo",Shopping,Tokyo,Shibuya Stn (5 min). Japanese tailoring — main flagship inside Parco.  •  📍 Open in Google Maps: https://www.google.com/maps/place/TAKEO+KIKUCHI/data=!4m2!3m1!1s0x60188ea001096719:0xd48bf123218db1f8,https://www.google.com/maps/place/TAKEO+KIKUCHI/data=!4m2!3m1!1s0x60188ea001096719:0xd48bf123218db1f8
🛍️ Kapital,"2-20-2 Higashi, Shibuya, Tokyo",Shopping,Tokyo,"Ebisu Stn (10 min). Three Ebisu storefronts within a block — start at 'Legs', end at 'Country'.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Kapital/data=!4m2!3m1!1s0x60188b3fbc5e7fdd:0x30a327453527f19e",https://www.google.com/maps/place/Kapital/data=!4m2!3m1!1s0x60188b3fbc5e7fdd:0x30a327453527f19e
🛍️ mont-bell Shibuya,"11-3 Udagawacho, Shibuya, Tokyo",Shopping,Tokyo,Shibuya Stn (5 min). Cheaper than US prices; tax-free desk on 1F (passport needed).  •  📍 Open in Google Maps: https://www.google.com/maps/place/mont-bell+Shibuya/data=!4m2!3m1!1s0x60188ca93864d0d7:0xa311ee2a69accd57,https://www.google.com/maps/place/mont-bell+Shibuya/data=!4m2!3m1!1s0x60188ca93864d0d7:0xa311ee2a69accd57
🛍️ mont-bell Okachimachi Store,"5-10-5 Ueno, Taito, Tokyo",Shopping,Tokyo,Okachimachi Stn (3 min). Largest Tokyo branch — full UL Pack lineup in stock.  •  📍 Open in Google Maps: https://www.google.com/maps/place/mont-bell+Okachimachi+Store/data=!4m2!3m1!1s0x60188ea01376dc31:0xef53753108c20a2c,https://www.google.com/maps/place/mont-bell+Okachimachi+Store/data=!4m2!3m1!1s0x60188ea01376dc31:0xef53753108c20a2c
🛍️ mont-bell Tokyo Kyobashi,"3-1-1 Kyobashi, Chuo, Tokyo",Shopping,Tokyo,Kyobashi Stn (1 min). Quietest of the three; great for trying-on without crowds.  •  📍 Open in Google Maps: https://www.google.com/maps/place/mont-bell+Tokyo+Kyobashi/data=!4m2!3m1!1s0x60188be372353d69:0xfb583fcec3cd7b9a,https://www.google.com/maps/place/mont-bell+Tokyo+Kyobashi/data=!4m2!3m1!1s0x60188be372353d69:0xfb583fcec3cd7b9a
🛍️ MOMOTARO JEANS Aoyama,"5-8-5 Minami-Aoyama, Minato, Tokyo",Shopping,Tokyo,Omotesando Stn (5 min). Selvedge denim from Kojima — they hem on-site in 30 min.  •  📍 Open in Google Maps: https://www.google.com/maps/place/MOMOTARO+JEANS+Aoyama/data=!4m2!3m1!1s0x60188b5ff62dc42d:0xe65fa7032da1d5d1,https://www.google.com/maps/place/MOMOTARO+JEANS+Aoyama/data=!4m2!3m1!1s0x60188b5ff62dc42d:0xe65fa7032da1d5d1
🛍️ KANEKO GANKYO-TEN Tokyo Solamachi,"Tokyo Solamachi 4F, 1-1-2 Oshiage, Sumida, Tokyo",Shopping,Tokyo,"Oshiage Stn (1 min). Handmade frames; lenses cut in 2hr — drop off, then climb Skytree.  •  📍 Open in Google Maps: https://www.google.com/maps/place/KANEKO+GANKYO-TEN+Tokyo+Solamachi/data=!4m2!3m1!1s0x60188fb51d77659b:0xadaae86f581067a3",https://www.google.com/maps/place/KANEKO+GANKYO-TEN+Tokyo+Solamachi/data=!4m2!3m1!1s0x60188fb51d77659b:0xadaae86f581067a3
🛍️ OWNDAYS 上野マルイ店,"Marui Ueno 5F, 6-15-1 Ueno, Taito, Tokyo",Shopping,Tokyo,Ueno Stn (1 min). Same-day prescription glasses ~¥8000 incl. lenses.  •  📍 Open in Google Maps: https://www.google.com/maps/place/OWNDAYS+%E4%B8%8A%E9%87%8E%E3%83%9E%E3%83%AB%E3%82%A4%E5%BA%97/data=!4m2!3m1!1s0x60188e9ef0e55559:0xdd667e2ecdb70b4c,https://www.google.com/maps/place/OWNDAYS+%E4%B8%8A%E9%87%8E%E3%83%9E%E3%83%AB%E3%82%A4%E5%BA%97/data=!4m2!3m1!1s0x60188e9ef0e55559:0xdd667e2ecdb70b4c
🛍️ HANDS Ginza,"Marronnier Gate Ginza 2, 3-2-1 Ginza, Chuo, Tokyo",Shopping,Tokyo,Ginza-itchome Stn (1 min). Best souvenir floor — kitchen + stationery levels are mandatory.  •  📍 Open in Google Maps: https://www.google.com/maps/place/HANDS+Ginza/data=!4m2!3m1!1s0x60188be4ff39a9c9:0x2071625429c1ecbd,https://www.google.com/maps/place/HANDS+Ginza/data=!4m2!3m1!1s0x60188be4ff39a9c9:0x2071625429c1ecbd
🛍️ Sekaido Shinjuku,"3-1-1 Shinjuku, Shinjuku, Tokyo",Shopping,Tokyo,Shinjuku-sanchome Stn (3 min). 5 floors of art supplies — the basement washi paper is the move.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Sekaido+Shinjuku/data=!4m2!3m1!1s0x60188cdb568a6c15:0x4c84ac4975ce203,https://www.google.com/maps/place/Sekaido+Shinjuku/data=!4m2!3m1!1s0x60188cdb568a6c15:0x4c84ac4975ce203
🛍️ つば屋庖丁店 | CUTLERY TSUBAYA,"3-7-2 Nishi-Asakusa, Taito, Tokyo",Shopping,Tokyo,Tawaramachi Stn (5 min). Kappabashi knife shop — they engrave your name in kanji free.  •  📍 Open in Google Maps: https://www.google.com/maps/place/%E3%81%A4%E3%81%B0%E5%B1%8B%E5%BA%96%E4%B8%81%E5%BA%97+%7C+CUTLERY+TSUBAYA/data=!4m2!3m1!1s0x60188e95ed06f00f:0xf24252ba57136ee,https://www.google.com/maps/place/%E3%81%A4%E3%81%B0%E5%B1%8B%E5%BA%96%E4%B8%81%E5%BA%97+%7C+CUTLERY+TSUBAYA/data=!4m2!3m1!1s0x60188e95ed06f00f:0xf24252ba57136ee
🌃 music bar Beatle momo,"326-1 Oyamamotomachi, Higashiyama, Kyoto",Nightlife,Kyoto,Sanjo Stn (5 min). Beatles vinyl bar; ¥1500 cover + 1 drink; closes 1am.  •  📍 Open in Google Maps: https://www.google.com/maps/place/music+bar+Beatle+momo/data=!4m2!3m1!1s0x6001089529fa0783:0xb23b36db1daf21ed,https://www.google.com/maps/place/music+bar+Beatle+momo/data=!4m2!3m1!1s0x6001089529fa0783:0xb23b36db1daf21ed
☕ Coffee PUNKTO,"3-1-12 Shibuya, Shibuya, Tokyo",Cafe,Tokyo,Shibuya Stn (8 min). Single-origin pour-over hidden in a Cat St alley; closes 5pm.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Coffee+PUNKTO/data=!4m2!3m1!1s0x60188cd1e83302cb:0xe03eb5e58e43a952,https://www.google.com/maps/place/Coffee+PUNKTO/data=!4m2!3m1!1s0x60188cd1e83302cb:0xe03eb5e58e43a952
☕ Owl Village Cafe Harajuku,"4-28-22 Jingumae, Shibuya, Tokyo",Cafe,Tokyo,Meiji-jingumae Stn (3 min). Reserve online; 1hr slot ¥2200 incl. drink — animal welfare ok-ish.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Owl+Village+Cafe+Harajuku/data=!4m2!3m1!1s0x60188cba57e6d69d:0x850545d8d4d99d5c,https://www.google.com/maps/place/Owl+Village+Cafe+Harajuku/data=!4m2!3m1!1s0x60188cba57e6d69d:0x850545d8d4d99d5c
☕ Shisha Cafe tone.,"1-23-12 Higashi-Ueno, Taito, Tokyo",Cafe,Tokyo,Ueno Stn (5 min). Late-night hookah lounge; 2hr ¥3500.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Shisha+Cafe+tone./data=!4m2!3m1!1s0x60188df78917a527:0xf94bbfa8b5b5821e,https://www.google.com/maps/place/Shisha+Cafe+tone./data=!4m2!3m1!1s0x60188df78917a527:0xf94bbfa8b5b5821e
☕ Chiku Chiku Cafe,"B1, 3-30-7 Jingumae, Shibuya, Tokyo",Cafe,Tokyo,"Omotesando Stn (3 min). Sewing-cafe concept — cute Brady-friendly desserts (egg-free options exist, ask).  •  📍 Open in Google Maps: https://www.google.com/maps/place/Chiku+Chiku+Cafe/data=!4m2!3m1!1s0x60188b5861a076bf:0xe557882c96cad475",https://www.google.com/maps/place/Chiku+Chiku+Cafe/data=!4m2!3m1!1s0x60188b5861a076bf:0xe557882c96cad475
☕ DyCE Global Board Game Cafe,"B1, 1-19-2 Kabukicho, Shinjuku, Tokyo",Cafe,Tokyo,Shinjuku Stn (8 min). 1000+ games incl. English titles; ¥600/hr.  •  📍 Open in Google Maps: https://www.google.com/maps/place/DyCE+Global+Board+Game+Cafe/data=!4m2!3m1!1s0x60188d62349a4c67:0xfb304e4c7aeafc60,https://www.google.com/maps/place/DyCE+Global+Board+Game+Cafe/data=!4m2!3m1!1s0x60188d62349a4c67:0xfb304e4c7aeafc60
☕ Cafe Legato,"5F, 1-22-6 Jinnan, Shibuya, Tokyo",Cafe,Tokyo,Shibuya Stn (5 min). Hidden 5F resto-cafe w/ city view; killer parfaits.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Cafe+Legato/data=!4m2!3m1!1s0x60188b55f7afffff:0x47cf9a4abb76fbb5,https://www.google.com/maps/place/Cafe+Legato/data=!4m2!3m1!1s0x60188b55f7afffff:0x47cf9a4abb76fbb5
☕ GOOD COFFEE FARMS Cafe & Bar,"2-7-9 Ebisu, Shibuya, Tokyo",Cafe,Tokyo,Ebisu Stn (3 min). Guatemala farm-direct; the cascara soda is the surprise win.  •  📍 Open in Google Maps: https://www.google.com/maps/place/GOOD+COFFEE+FARMS+Cafe+%26+Bar/data=!4m2!3m1!1s0x60188b0804660319:0xcd977316ef068c69,https://www.google.com/maps/place/GOOD+COFFEE+FARMS+Cafe+%26+Bar/data=!4m2!3m1!1s0x60188b0804660319:0xcd977316ef068c69
